productores,titulo,votos,votacion,nota
The Geeworld Studios,Looking Glass (C),162.0,5.6,7
DreamWorks SKG,Cometas en el cielo ,14316.0,7.2,7
Participant Media,Cometas en el cielo ,14316.0,7.2,7
Sidney Kimmel Entertainment,Cometas en el cielo ,14316.0,7.2,7
Parkes+MacDonald Image Nation,Cometas en el cielo ,14316.0,7.2,7
China Film Group,Cometas en el cielo ,14316.0,7.2,7
Beijing Happy Pictures Cultural Communications,Cometas en el cielo ,14316.0,7.2,7
Kite Runner Holdings,Cometas en el cielo ,14316.0,7.2,7
Ebeling Group,Cometas en el cielo ,14316.0,7.2,7
Neal Street Productions,Cometas en el cielo ,14316.0,7.2,7
Wonderland Films,Cometas en el cielo ,14316.0,7.2,7
DreamWorks SKG,Cometas en el cielo ,14316.0,7.2,7
Studiocanal,Inland Empire ,11976.0,6.4,7
Camerimage,Inland Empire ,11976.0,6.4,7
Asymetrical Production,Inland Empire ,11976.0,6.4,7
Warner Independent Pictures,A Scanner Darkly (Una mirada a la oscuridad) ,17262.0,6.6,7
Warner Independent Pictures,El velo pintado ,18907.0,6.9,7
WIP,El velo pintado ,18907.0,6.9,7
Stratus Film Co.,El velo pintado ,18907.0,6.9,7
Bob Yari Productions,El velo pintado ,18907.0,6.9,7
Class 5 Films,El velo pintado ,18907.0,6.9,7
Dragon Studios,El velo pintado ,18907.0,6.9,7
Emotion Pictures,El velo pintado ,18907.0,6.9,7
The Colleton Company,El velo pintado ,18907.0,6.9,7
The Mark Gordon Company,El velo pintado ,18907.0,6.9,7
Warner China Film HG Corporation,El velo pintado ,18907.0,6.9,7
Dony Permedi,Kiwi! (C),4070.0,6.9,7
YouTube,Kiwi! (C),4070.0,6.9,7
Chris Jones,The Passenger (C),180.0,5.6,7
Warner Bros.,Infiltrados ,136403.0,7.9,7
Plan B Entertainment,Infiltrados ,136403.0,7.9,7
IEG Virtual Studios,Infiltrados ,136403.0,7.9,7
Vertigo Entertainment,Infiltrados ,136403.0,7.9,7
Media Asia Films,Infiltrados ,136403.0,7.9,7
Warner Bros.,Infiltrados ,136403.0,7.9,7
The Weinstein Company,El caso Slevin ,58800.0,7.3,7
Ascendant Pictures,El caso Slevin ,58800.0,7.3,7
FilmEngine,El caso Slevin ,58800.0,7.3,7
Vip Medienfonds 4,El caso Slevin ,58800.0,7.3,7
Capitol Films,El caso Slevin ,58800.0,7.3,7
"""Mel's Cite du Cinema""",El caso Slevin ,58800.0,7.3,7
The Complex,El caso Slevin ,58800.0,7.3,7
Metro-Goldwyn-Mayer (MGM),El caso Slevin ,58800.0,7.3,7
Yari Film Group,El ilusionista ,99586.0,7.1,7
Contagious Entertainment,El ilusionista ,99586.0,7.1,7
Stillking Films,El ilusionista ,99586.0,7.1,7
Bob Yari Productions,El ilusionista ,99586.0,7.1,7
Michael London Productions,El ilusionista ,99586.0,7.1,7
Paramount Pictures,Babel ,87092.0,7.2,7
Paramount Vantage,Babel ,87092.0,7.2,7
Anonymous Content,Babel ,87092.0,7.2,7
Zeta Film,Babel ,87092.0,7.2,7
Central Films,Babel ,87092.0,7.2,7
Filmax,La caja Kovak ,9068.0,5.4,7
Estudios Picasso,La caja Kovak ,9068.0,5.4,7
Castelao Productions,La caja Kovak ,9068.0,5.4,7
Future Films,La caja Kovak ,9068.0,5.4,7
BBC Film,Scoop ,56443.0,6.8,7
Focus Features,Scoop ,56443.0,6.8,7
Ingenious Film Partners,Scoop ,56443.0,6.8,7
Estudios Picasso,El laberinto del fauno ,119139.0,7.2,7
Tequila Gang,El laberinto del fauno ,119139.0,7.2,7
Telecinco,El laberinto del fauno ,119139.0,7.2,7
Sententia Entertainment,El laberinto del fauno ,119139.0,7.2,7
Esperanto Filmoj,El laberinto del fauno ,119139.0,7.2,7
Wild Bunch,El laberinto del fauno ,119139.0,7.2,7
Guillermo del Toro,El laberinto del fauno ,119139.0,7.2,7
Belén Atienza,El laberinto del fauno ,119139.0,7.2,7
Warner Independent Pictures,The Jacket ,15019.0,6.3,7
Mandalay Pictures,The Jacket ,15019.0,6.3,7
2929 Productions,The Jacket ,15019.0,6.3,7
Pixar Animation Studios,Jack-Jack ataca (C),4742.0,6.4,7
Walt Disney Pictures,Jack-Jack ataca (C),4742.0,6.4,7
Leize Producciones,Trece entre mil ,726.0,6.9,7
Notro Films,Trece entre mil ,726.0,6.9,7
Warner Bros.,Harry Potter y el cáliz de fuego ,77017.0,6.6,7
Warner Bros.,La novia cadáver ,98959.0,7.2,7
Laika Entertainment,La novia cadáver ,98959.0,7.2,7
Patalex Productions,La novia cadáver ,98959.0,7.2,7
Will Vinton Studios,La novia cadáver ,98959.0,7.2,7
Tim Burton,La novia cadáver ,98959.0,7.2,7
Focus Features,El jardinero fiel ,51207.0,7.3,7
UK Film Council,El jardinero fiel ,51207.0,7.3,7
Lionsgate,Saw II ,53301.0,6.1,7
Twisted Pictures,Saw II ,53301.0,6.1,7
James Wan,Saw II ,53301.0,6.1,7
DreamWorks SKG,Munich ,55769.0,7.1,7
Universal Pictures,Munich ,55769.0,7.1,7
Amblin Entertainment,Munich ,55769.0,7.1,7
Universal Pictures,La intérprete ,25071.0,6.0,7
Working Title Films,La intérprete ,25071.0,6.0,7
Syncopy Production,Batman Begins ,109468.0,7.4,7
Legendary Pictures,Batman Begins ,109468.0,7.4,7
Patalex III Productions,Batman Begins ,109468.0,7.4,7
DC Comics,Batman Begins ,109468.0,7.4,7
Warner Bros.,Batman Begins ,109468.0,7.4,7
Banger Productions,Metal: A Headbanger's Journey ,1554.0,7.5,7
Columbia Pictures,La ventana secreta ,27705.0,6.0,7
20th Century Fox,El día de mañana ,45668.0,5.6,7
Centropolis Entertainment,El día de mañana ,45668.0,5.6,7
Lionsgate,El día de mañana ,45668.0,5.6,7
DreamWorks SKG,La terminal ,63239.0,6.5,7
Constantin Film,El hundimiento ,62356.0,7.4,7
Universal Pictures,Ray ,25126.0,7.1,7
Lionsgate,Crash (Colisión) ,106890.0,7.6,7
Bob Yari Productions,Crash (Colisión) ,106890.0,7.6,7
DEJ Productions,Crash (Colisión) ,106890.0,7.6,7
ApolloProScreen Filmproduktion,Crash (Colisión) ,106890.0,7.6,7
"""Bull's Eye Entertainment""",Crash (Colisión) ,106890.0,7.6,7
Incognito Pictures,Crash (Colisión) ,106890.0,7.6,7
Lionsgate,Crash (Colisión) ,106890.0,7.6,7
Lionsgate,Hotel Rwanda ,41736.0,7.6,7
United Artists,Hotel Rwanda ,41736.0,7.6,7
Warner Bros.,Harry Potter y el prisionero de Azkaban ,82576.0,6.9,7
Heyday Films,Harry Potter y el prisionero de Azkaban ,82576.0,6.9,7
1492 Pictures,Harry Potter y el prisionero de Azkaban ,82576.0,6.9,7
WT2,Zombies Party ,43918.0,6.8,7
Big Talk Productions,Zombies Party ,43918.0,6.8,7
Universal Pictures,Zombies Party ,43918.0,6.8,7
Miramax,Kill Bill. Volumen 2 ,140228.0,7.6,7
A Band Apart,Kill Bill. Volumen 2 ,140228.0,7.6,7
Wingnut Films,El señor de los anillos: El retorno del rey ,184999.0,8.2,7
New Line Cinema,El señor de los anillos: El retorno del rey ,184999.0,8.2,7
Mirage Entertainment,Cold Mountain ,42768.0,6.6,7
Bona Fide,Cold Mountain ,42768.0,6.6,7
Miramax,Cold Mountain ,42768.0,6.6,7
Miramax,Kill Bill. Volumen 1 ,185430.0,7.6,7
A Band Apart,Kill Bill. Volumen 1 ,185430.0,7.6,7
Miramax,Kill Bill. Volumen 1 ,185430.0,7.6,7
Barmak Film,Osama ,3979.0,7.2,7
NHK,Osama ,3979.0,7.2,7
LeBrocquy Fraser,Osama ,3979.0,7.2,7
Bocaboca,Planta 4ª ,23946.0,6.6,7
Producciones La Iguana S.L,Te doy mis ojos ,42557.0,7.4,7
Alta Producción,Te doy mis ojos ,42557.0,7.4,7
20th Century Fox,La edad de hielo (Ice Age) ,120192.0,7.3,7
Blue Sky Studios,La edad de hielo (Ice Age) ,120192.0,7.3,7
Columbia Pictures,La habitación del pánico ,38737.0,6.1,7
Hofflund/Polone Production,La habitación del pánico ,38737.0,6.1,7
Sogecine,El viaje de Carol ,7361.0,6.4,7
Aiete Films,El viaje de Carol ,7361.0,6.4,7
Ariane Films,El viaje de Carol ,7361.0,6.4,7
Take 2000,El viaje de Carol ,7361.0,6.4,7
Canal+ España,El viaje de Carol ,7361.0,6.4,7
20th Century Fox,Minority Report ,85756.0,6.9,7
DreamWorks SKG,Minority Report ,85756.0,6.9,7
Cruise-Wagner Productions,Minority Report ,85756.0,6.9,7
Blue Tulip Productions,Minority Report ,85756.0,6.9,7
Ronald Shusett/Gary Goldman,Minority Report ,85756.0,6.9,7
Amblin Entertainment,Minority Report ,85756.0,6.9,7
Digital Image Associates,Minority Report ,85756.0,6.9,7
Parkes+MacDonald Image Nation,Minority Report ,85756.0,6.9,7
Lakeshore Entertainment,Mothman: La última profecía ,11414.0,5.3,7
Screen Gems,Mothman: La última profecía ,11414.0,5.3,7
Wingnut Films,El señor de los anillos: Las dos torres ,170125.0,8.0,7
New Line Cinema,El señor de los anillos: Las dos torres ,170125.0,8.0,7
Zebra Producciones,En la ciudad sin límites ,10421.0,7.1,7
Icónica,En la ciudad sin límites ,10421.0,7.1,7
Patagonik,En la ciudad sin límites ,10421.0,7.1,7
DreamWorks Animation,Shrek en el baile con karaoke en la ciénaga (C),618.0,5.3,7
DreamWorks SKG,Shrek en el baile con karaoke en la ciénaga (C),618.0,5.3,7
Warner Bros.,A.I. Inteligencia Artificial ,66453.0,6.5,7
DreamWorks SKG,A.I. Inteligencia Artificial ,66453.0,6.5,7
Amblin Entertainment,A.I. Inteligencia Artificial ,66453.0,6.5,7
Stanley Kubrick Production,A.I. Inteligencia Artificial ,66453.0,6.5,7
Les Films Alain Sarde,Mulholland Drive ,74709.0,7.1,7
Asymetrical Production,Mulholland Drive ,74709.0,7.1,7
20th Century Fox,Moulin Rouge ,128748.0,6.8,7
Bazmark Films,Moulin Rouge ,128748.0,6.8,7
DreamWorks SKG,Una mente maravillosa ,120358.0,7.5,7
Universal Pictures,Una mente maravillosa ,120358.0,7.5,7
Imagine Entertainment,Una mente maravillosa ,120358.0,7.5,7
20th Century Fox,Desde el infierno ,26846.0,6.3,7
Underworld Pictures,Desde el infierno ,26846.0,6.3,7
Pol-Ka Producciones,El hijo de la novia ,54934.0,7.7,7
Jempsa,El hijo de la novia ,54934.0,7.7,7
Patagonik,El hijo de la novia ,54934.0,7.7,7
Tornasol Films,El hijo de la novia ,54934.0,7.7,7
Warner Bros.,Ocean's Eleven: Hagan juego ,91099.0,7.2,7
Village Roadshow,Ocean's Eleven: Hagan juego ,91099.0,7.2,7
NPV Entertainment,Ocean's Eleven: Hagan juego ,91099.0,7.2,7
Jerry Weintraub Productions,Ocean's Eleven: Hagan juego ,91099.0,7.2,7
Section Eight,Ocean's Eleven: Hagan juego ,91099.0,7.2,7
WV Films II,Ocean's Eleven: Hagan juego ,91099.0,7.2,7
St. Petersburg Clearwater Film Commission,Ocean's Eleven: Hagan juego ,91099.0,7.2,7
,2001: The Making of a Myth ,175.0,6.5,7
Studio Ghibli,El viaje de Chihiro ,112553.0,8.1,7
Tokuma Shoten,El viaje de Chihiro ,112553.0,8.1,7
Dentsu Inc,El viaje de Chihiro ,112553.0,8.1,7
Toho,El viaje de Chihiro ,112553.0,8.1,7
France 2 Cinema,Nómadas del viento ,4648.0,7.5,7
Galatée Films,Nómadas del viento ,4648.0,7.5,7
Bac Films,Nómadas del viento ,4648.0,7.5,7
USA Films,Traffic ,62930.0,7.1,7
IEG Virtual Studios,Traffic ,62930.0,7.1,7
Splendid Medien AG,Traffic ,62930.0,7.1,7
The Bedford Falls Company,Traffic ,62930.0,7.1,7
Universal Pictures,Gladiator ,186431.0,7.9,7
DreamWorks SKG,Gladiator ,186431.0,7.9,7
Scott Free Productions,Gladiator ,186431.0,7.9,7
Mill Film,Gladiator ,186431.0,7.9,7
C&L,Gladiator ,186431.0,7.9,7
Red Wagon Productions,Gladiator ,186431.0,7.9,7
Dawliz,Gladiator ,186431.0,7.9,7
Hallmark Entertainment,El décimo reino (Miniserie de TV),1235.0,7.1,7
Touchstone Pictures,El bar Coyote ,32809.0,4.9,7
Jerry Bruckheimer Films,El bar Coyote ,32809.0,4.9,7
Universal Pictures,Los padres de ella ,61943.0,6.6,7
DreamWorks SKG,Los padres de ella ,61943.0,6.6,7
Sony Pictures Classics,Tigre y dragón ,61968.0,7.0,7
Tesela P.C,El bola ,44227.0,7.0,7
New Line Cinema,Frequency ,28453.0,6.4,7
Ska Films,Snatch. Cerdos y diamantes ,135513.0,7.9,7
Columbia Pictures,Snatch. Cerdos y diamantes ,135513.0,7.9,7
Patagonik,Nueve reinas ,73472.0,7.8,7
Industrias Audiovisuales Argentinas S.A,Nueve reinas ,73472.0,7.8,7
Columbia Pictures,Descubriendo a Forrester ,18432.0,6.7,7
Fountainbridge Films,Descubriendo a Forrester ,18432.0,6.7,7
Finding Forrester Productions,Descubriendo a Forrester ,18432.0,6.7,7
Laurence Mark Productions,Descubriendo a Forrester ,18432.0,6.7,7
Sean Connery,Descubriendo a Forrester ,18432.0,6.7,7
Lolafilms,La comunidad ,50067.0,6.9,7
Summit Entertainment,Memento ,146979.0,7.8,7
Newmarket Capital Group,Memento ,146979.0,7.8,7
Team Todd,Memento ,146979.0,7.8,7
I Remember Productions,Memento ,146979.0,7.8,7
Newmarket,Memento ,146979.0,7.8,7
Walt Disney Pictures,Tarzán ,35270.0,6.8,7
Edgar Rice Burroughs Inc,Tarzán ,35270.0,6.8,7
Maestranza Films,Solas ,25777.0,7.6,7
20th Century Fox Television,Padre de familia (Serie de TV),105718.0,7.5,7
Fuzzy Door Productions,Padre de familia (Serie de TV),105718.0,7.5,7
Fox Television Animation,Padre de familia (Serie de TV),105718.0,7.5,7
FOX,Padre de familia (Serie de TV),105718.0,7.5,7
Lucasfilm,Star Wars. Episodio I: La amenaza fantasma ,103474.0,6.2,7
20th Century Fox,Star Wars. Episodio I: La amenaza fantasma ,103474.0,6.2,7
Propaganda Films,Cómo ser John Malkovich ,53300.0,7.3,7
Single Cell Pictures,Cómo ser John Malkovich ,53300.0,7.3,7
Gramercy Pictures,Cómo ser John Malkovich ,53300.0,7.3,7
Universal Pictures,Cómo ser John Malkovich ,53300.0,7.3,7
Walt Disney Feature Animation,Fantasía 2000 ,8428.0,6.8,7
Walt Disney Pictures,Fantasía 2000 ,8428.0,6.8,7
Touchstone Pictures,10 razones para odiarte ,21607.0,5.9,7
Sogetel,La lengua de las mariposas ,47193.0,7.5,7
Las Producciones del Escorpión,La lengua de las mariposas ,47193.0,7.5,7
Canal+ España,La lengua de las mariposas ,47193.0,7.5,7
RTVE,La lengua de las mariposas ,47193.0,7.5,7
Artisan Entertainment,La novena puerta ,29280.0,5.8,7
R.P. Productions,La novena puerta ,29280.0,5.8,7
Orly Films,La novena puerta ,29280.0,5.8,7
TF1 Films Production,La novena puerta ,29280.0,5.8,7
Bac Films,La novena puerta ,29280.0,5.8,7
Canal+,La novena puerta ,29280.0,5.8,7
Vía Digital,La novena puerta ,29280.0,5.8,7
Paramount Pictures,Un plan sencillo ,9537.0,7.0,7
Mutual Film Company,Un plan sencillo ,9537.0,7.0,7
Savoy Pictures,Un plan sencillo ,9537.0,7.0,7
Planttain Films,"Pi, fe en el caos ",30434.0,6.7,7
Harvest Filmworks,"Pi, fe en el caos ",30434.0,6.7,7
Truth and Soul Pictures,"Pi, fe en el caos ",30434.0,6.7,7
Protozoa Pictures,"Pi, fe en el caos ",30434.0,6.7,7
Pixar Animation Studios,"Bichos, una aventura en miniatura ",87682.0,6.7,7
Walt Disney Pictures,"Bichos, una aventura en miniatura ",87682.0,6.7,7
Bitter Films,Billy's Balloon (C),1700.0,6.1,7
Polygram Filmed Entertainment,Lock & Stock ,61499.0,7.8,7
Walt Disney Pictures,Mulan ,85932.0,6.7,7
TriStar Pictures,Starship Troopers: Las brigadas del espacio ,32012.0,6.0,7
Touchstone Pictures,Starship Troopers: Las brigadas del espacio ,32012.0,6.0,7
Oriental Light and Magic (OLM),Pokémon (Serie de TV),29459.0,5.1,7
Nintendo,Pokémon (Serie de TV),29459.0,5.1,7
Shogakukan-Shueisha Productions,Pokémon (Serie de TV),29459.0,5.1,7
SoftX,Pokémon (Serie de TV),29459.0,5.1,7
Lawrence Bender Productions,El indomable Will Hunting ,105140.0,7.5,7
Miramax,El indomable Will Hunting ,105140.0,7.5,7
Kevin Smith,El indomable Will Hunting ,105140.0,7.5,7
Miramax,El indomable Will Hunting ,105140.0,7.5,7
Polygram Filmed Entertainment,The Game ,80443.0,7.2,7
Propaganda Films,The Game ,80443.0,7.2,7
Disney Television Animation,La banda del patio (Serie de TV),15753.0,6.2,7
Studio Ghibli,La princesa Mononoke ,69528.0,8.0,7
Dentsu Inc,La princesa Mononoke ,69528.0,8.0,7
Nibariki,La princesa Mononoke ,69528.0,8.0,7
Nippon TV,La princesa Mononoke ,69528.0,8.0,7
TNDG,La princesa Mononoke ,69528.0,8.0,7
Tokuma Shoten,La princesa Mononoke ,69528.0,8.0,7
Jersey Films,Gattaca ,87366.0,7.3,7
Columbia Pictures,Gattaca ,87366.0,7.3,7
Aiete Films,Secretos del corazón ,9369.0,6.9,7
Ariane Films,Secretos del corazón ,9369.0,6.9,7
Canal+,Secretos del corazón ,9369.0,6.9,7
Eurimages,Secretos del corazón ,9369.0,6.9,7
Sogepaq,Secretos del corazón ,9369.0,6.9,7
DMVB Films,Secretos del corazón ,9369.0,6.9,7
Fábrica de Imagens,Secretos del corazón ,9369.0,6.9,7
ICAA,Secretos del corazón ,9369.0,6.9,7
Malpaso Productions,Poder absoluto ,18700.0,6.8,7
Castle Rock Entertainment,Poder absoluto ,18700.0,6.8,7
Walt Disney Pictures,James y el melocotón gigante ,9581.0,6.4,7
Tim Burton,James y el melocotón gigante ,9581.0,6.4,7
Polygram Filmed Entertainment,Fargo ,99825.0,7.8,7
Working Title Films,Fargo ,99825.0,7.8,7
Las Producciones del Escorpión,Tesis ,95573.0,7.7,7
Sogepaq,Tesis ,95573.0,7.7,7
Columbia Pictures,Volando libre ,3446.0,5.3,7
Castle Rock Entertainment,Antes de amanecer ,44060.0,7.4,7
Detour Filmproduction,Antes de amanecer ,44060.0,7.4,7
Filmhaus Wien Universa Filmproduktions,Antes de amanecer ,44060.0,7.4,7
Columbia Pictures,Antes de amanecer ,44060.0,7.4,7
Warner Bros.,Liberad a Willy 2 ,6692.0,3.9,7
Universal Pictures,Casino ,78066.0,8.1,7
Légende Entreprises,Casino ,78066.0,8.1,7
Syalis DA,Casino ,78066.0,8.1,7
De Fina-Cappa,Casino ,78066.0,8.1,7
Walt Disney Pictures,Pocahontas ,85979.0,6.0,7
Iberoamericana,El día de la bestia ,73617.0,7.1,7
Sogetel,El día de la bestia ,73617.0,7.1,7
Canal+ España,El día de la bestia ,73617.0,7.1,7
Touchstone Pictures,Ed Wood ,45154.0,7.5,7
Tim Burton,Ed Wood ,45154.0,7.5,7
Buena Vista Pictures,Ed Wood ,45154.0,7.5,7
Universal Pictures,En el nombre del padre ,79148.0,8.2,7
"""Hell's Kitchen Films""",En el nombre del padre ,79148.0,8.2,7
El Deseo,Kika ,11216.0,5.0,7
Ciby 2000,Kika ,11216.0,5.0,7
TriStar Pictures,Philadelphia ,85490.0,7.4,7
Clinica Estetico Productions,Philadelphia ,85490.0,7.4,7
Walt Disney Pictures,"De vuelta a casa, un viaje increíble ",1779.0,5.6,7
TriStar Pictures,Misterioso asesinato en Manhattan ,45365.0,7.8,7
Jack Rollins & Charles H. Joffe Production,Misterioso asesinato en Manhattan ,45365.0,7.8,7
TriStar Pictures,Misterioso asesinato en Manhattan ,45365.0,7.8,7
Warner Bros.,¡Liberad a Willy! ,17087.0,4.8,7
Regency Enterprises,¡Liberad a Willy! ,17087.0,4.8,7
Alcor Films,¡Liberad a Willy! ,17087.0,4.8,7
Universal Pictures,Atrapado por su pasado ,40198.0,7.9,7
Epic Productions,Atrapado por su pasado ,40198.0,7.9,7
Warner Bros.,Sin perdón ,94742.0,8.2,7
Malpaso Productions,Sin perdón ,94742.0,8.2,7
20th Century Fox,El último mohicano ,70861.0,7.3,7
Morgan Creek Productions,El último mohicano ,70861.0,7.3,7
Columbia Pictures,Algunos hombres buenos ,55415.0,6.8,7
Castle Rock Entertainment,Algunos hombres buenos ,55415.0,6.8,7
David Brown Productions,Algunos hombres buenos ,55415.0,6.8,7
Amblin Entertainment,El cabo del miedo ,57072.0,7.3,7
Cappa Films,El cabo del miedo ,57072.0,7.3,7
Tribeca Productions,El cabo del miedo ,57072.0,7.3,7
Universal Pictures,El cabo del miedo ,57072.0,7.3,7
Hollywood Pictures,Aracnofobia ,8521.0,5.0,7
Amblin Entertainment,Aracnofobia ,8521.0,5.0,7
Columbia Pictures,Despertares ,23646.0,7.4,7
Carolco Pictures,La escalera de Jacob ,10187.0,6.8,7
TriStar Pictures,La escalera de Jacob ,10187.0,6.8,7
20th Century Fox,Solo en casa ,119970.0,5.7,7
Hughes Entertainment,Solo en casa ,119970.0,5.7,7
El Deseo,¡Átame! ,19626.0,6.5,7
Touchstone Pictures,El club de los poetas muertos ,117558.0,7.6,7
Silver Screen Partners IV,El club de los poetas muertos ,117558.0,7.6,7
GTG Entertainment,Los vigilantes de la playa (Serie de TV),62877.0,4.1,7
The Baywatch Company,Los vigilantes de la playa (Serie de TV),62877.0,4.1,7
Tower 12 Productions,Los vigilantes de la playa (Serie de TV),62877.0,4.1,7
NBC,Los vigilantes de la playa (Serie de TV),62877.0,4.1,7
Price,El oso ,14311.0,7.1,7
Renn Productions,El oso ,14311.0,7.1,7
Studio Ghibli,Mi vecino Totoro ,48189.0,7.7,7
Paramount Pictures,Los intocables de Eliot Ness ,90673.0,7.8,7
Orion Pictures,Robocop ,81007.0,6.0,7
Act III Productions,La princesa prometida ,64249.0,7.4,7
Buttercup Films Ltd.,La princesa prometida ,64249.0,7.4,7
20th Century Fox,La princesa prometida ,64249.0,7.4,7
El Deseo,La ley del deseo ,11150.0,6.6,7
LaurenFilm S.A,La ley del deseo ,11150.0,6.6,7
Cinemarque Entertainment BV,Hellraiser ,12493.0,6.1,7
Film Futures,Hellraiser ,12493.0,6.1,7
Rivdel Films,Hellraiser ,12493.0,6.1,7
Columbia Pictures,Cuenta conmigo ,32341.0,7.3,7
Act III Productions,Cuenta conmigo ,32341.0,7.3,7
New Line Cinema,Critters ,11897.0,5.4,7
TriStar Pictures,Carretera al infierno ,5180.0,6.4,7
HBO,Carretera al infierno ,5180.0,6.4,7
Silver Screen Partners,Carretera al infierno ,5180.0,6.4,7
De Laurentiis Entertainment Group (DEG),Terciopelo azul ,54970.0,7.4,7
Warner Bros.,La misión ,55869.0,7.6,7
David Puttnam,La misión ,55869.0,7.6,7
New Line Cinema,Pesadilla en Elm Street ,55576.0,6.6,7
Media Home Entertainment,Pesadilla en Elm Street ,55576.0,6.6,7
Smart Egg Pictures,Pesadilla en Elm Street ,55576.0,6.6,7
Columbia Pictures,Los cazafantasmas ,117090.0,6.5,7
Pacific Western,Terminator ,141917.0,7.1,7
Hemdale,Terminator ,141917.0,7.1,7
Orion Pictures,Terminator ,141917.0,7.1,7
Constantin Film,La historia interminable ,98014.0,6.9,7
Bavaria Studios,La historia interminable ,98014.0,6.9,7
Westdeutscher Rundfunk (WDR),La historia interminable ,98014.0,6.9,7
Bavaria Film,La historia interminable ,98014.0,6.9,7
Producers Sales Organization,La historia interminable ,98014.0,6.9,7
Warner Bros.,La historia interminable ,98014.0,6.9,7
Virgin,1984 ,11254.0,6.4,7
Umbrella-Rosenblum Films Production,1984 ,11254.0,6.4,7
Universal Pictures,El precio del poder ,91924.0,8.2,7
Lucasfilm,La guerra de las galaxias. Episodio VI: El retorno del Jedi ,122459.0,7.9,7
20th Century Fox,La guerra de las galaxias. Episodio VI: El retorno del Jedi ,122459.0,7.9,7
Ópalo Films,El pico ,9847.0,6.7,7
BRB Internacional,La vuelta al mundo de Willy Fog (Serie de TV),35443.0,6.7,7
Nippon Animation,La vuelta al mundo de Willy Fog (Serie de TV),35443.0,6.7,7
Optimum Productions,Michael Jackson's Thriller (Vídeo musical),6078.0,8.0,7
Sony Music,Michael Jackson's Thriller (Vídeo musical),6078.0,8.0,7
MTV,Michael Jackson's Thriller (Vídeo musical),6078.0,8.0,7
Dino de Laurentiis Cinematographica,La zona muerta ,11177.0,6.6,7
Lorimar,La zona muerta ,11177.0,6.6,7
Paramount Pictures,La zona muerta ,11177.0,6.6,7
Metro-Goldwyn-Mayer (MGM),Poltergeist (Fenómenos extraños) ,32341.0,6.8,7
Walt Disney Productions,Tod y Toby ,11796.0,6.3,7
